fecha_hecho,delito,sexo,edad,colonia_catalogo,alcaldia_catalogo,latitud,longitud,anio_hecho,mes_hecho,dia_hecho,indice_alcaldia,,
11/08/2021,USURPACIÓN DE IDENTIDAD,1,36,Hipodromo,Cuauhtémoc,19.41093731,-99.16863754,2021,8,11,4.00,,
11/08/2021,USURPACIÓN DE IDENTIDAD,0,31,Barrio Caltongo,Xochimilco,19.25388076,-99.07712638,2021,8,11,14.00,,
11/08/2021,USURPACIÓN DE IDENTIDAD,0,45,Los Alpes,Álvaro Obregón,19.36081541,-99.18956548,2021,8,11,15.00,,
11/08/2021,USURPACIÓN DE IDENTIDAD,0,75,Selene Del Pueblo San Francisco Tlaltenco,Tláhuac,19.29203228,-99.00227375,2021,8,11,12.00,,
12/08/2021,USURPACIÓN DE IDENTIDAD,0,35,Villa Quietud,Coyoacán,19.30570241,-99.10042182,2021,8,12,2.00,,
12/08/2021,USURPACIÓN DE IDENTIDAD,1,61,Ampliacion Napoles,Benito Juárez,19.38750638,-99.17738233,2021,8,12,1.00,,
12/08/2021,USURPACIÓN DE IDENTIDAD,0,55,C T M El Risco,Gustavo A. Madero,19.50809555,-99.09275495,2021,8,12,5.00,,
12/08/2021,USURPACIÓN DE IDENTIDAD,1,67,Polanco I Seccion,Miguel Hidalgo,19.43667287,-99.20840554,2021,8,12,9.00,,
12/08/2021,USURPACIÓN DE IDENTIDAD,0,36,Guerrero,Cuauhtémoc,19.44292791,-99.13979888,2021,8,12,4.00,,
12/08/2021,USURPACIÓN DE IDENTIDAD,1,41,Los Alpes,Álvaro Obregón,19.362827,-99.19485614,2021,8,12,15.00,,
12/08/2021,USURPACIÓN DE IDENTIDAD,1,51,Pensador Mexicano,Gustavo A. Madero,19.44990867,-99.0792346,2021,8,12,5.00,,
12/08/2021,USURPACIÓN DE IDENTIDAD,1,39,Estrella Culhuacan,Iztapalapa,19.33210893,-99.10853729,2021,8,12,7.00,,
12/08/2021,USURPACIÓN DE IDENTIDAD,0,36,Guerrero,Cuauhtémoc,19.442914,-99.13980961,2021,8,12,4.00,,
13/08/2021,USURPACIÓN DE IDENTIDAD,1,51,Xoco,Benito Juárez,19.35988966,-99.17066038,2021,8,13,1.00,,
13/08/2021,USURPACIÓN DE IDENTIDAD,0,29,Lomas De Tarango,Álvaro Obregón,19.36039897,-99.21640277,2021,8,13,15.00,,
13/08/2021,USURPACIÓN DE IDENTIDAD,1,30,Barrio Los Reyes,Iztacalco,19.39611989,-99.11754414,2021,8,13,6.00,,
13/08/2021,USURPACIÓN DE IDENTIDAD,1,22,Año De Juarez,Iztapalapa,19.32072168,-99.07281026,2021,8,13,7.00,,
13/08/2021,USURPACIÓN DE IDENTIDAD,0,62,San Juan,Benito Juárez,19.37805862,-99.18727398,2021,8,13,1.00,,
13/08/2021,USURPACIÓN DE IDENTIDAD,1,34,Valle De Luces,Iztapalapa,19.34030781,-99.09637123,2021,8,13,7.00,,
13/08/2021,USURPACIÓN DE IDENTIDAD,0,60,Ejercito De Oriente Zona Peñon,Iztapalapa,19.36541686,-99.02677184,2021,8,13,7.00,,
13/08/2021,USURPACIÓN DE IDENTIDAD,1,36,Pueblo Santa Lucia,Álvaro Obregón,19.35611803,-99.25890756,2021,8,13,15.00,,
13/08/2021,USURPACIÓN DE IDENTIDAD,0,22,Napoles,Benito Juárez,19.39501808,-99.17358667,2021,8,13,1.00,,
14/08/2021,USURPACIÓN DE IDENTIDAD,0,19,Del Valle Norte,Benito Juárez,19.39196688,-99.16150063,2021,8,14,1.00,,
14/08/2021,USURPACIÓN DE IDENTIDAD,0,29,Centro De Azcapotzalco,Azcapotzalco,19.47778864,-99.18862358,2021,8,14,0.00,,
14/08/2021,USURPACIÓN DE IDENTIDAD,1,43,General Pedro Ma Anaya,Benito Juárez,19.35989658,-99.1567596,2021,8,14,1.00,,
14/08/2021,USURPACIÓN DE IDENTIDAD,0,53,Del Carmen,Coyoacán,19.35464566,-99.15867443,2021,8,14,2.00,,
14/08/2021,USURPACIÓN DE IDENTIDAD,0,21,Tablas De San Agustin,Gustavo A. Madero,19.46391682,-99.11612311,2021,8,14,5.00,,
14/08/2021,USURPACIÓN DE IDENTIDAD,0,72,Portales Norte,Benito Juárez,19.36462491,-99.14255619,2021,8,14,1.00,,
14/08/2021,USURPACIÓN DE IDENTIDAD,0,27,Alamos,Benito Juárez,19.40054072,-99.13736978,2021,8,14,1.00,,
15/08/2021,USURPACIÓN DE IDENTIDAD,1,48,Nativitas,Benito Juárez,19.3849547,-99.1363652,2021,8,15,1.00,,
15/08/2021,USURPACIÓN DE IDENTIDAD,1,26,Narciso Mendoza,Tlalpan,19.29021341,-99.12830248,2021,8,15,11.00,,
15/08/2021,USURPACIÓN DE IDENTIDAD,1,32,Argentina Antigua,Miguel Hidalgo,19.45384886,-99.20189962,2021,8,15,9.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,1,38,Alfonso Xiii,Álvaro Obregón,19.37386774,-99.19235274,2021,8,16,15.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,1,51,Roma Norte,Cuauhtémoc,19.42272316,-99.15584385,2021,8,16,4.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,0,48,Guadalupe Tepeyac,Gustavo A. Madero,19.46680862,-99.11914587,2021,8,16,5.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,0,34,Merced Gomez,Álvaro Obregón,19.36622813,-99.20820594,2021,8,16,15.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,1,48,Santa Fe Centro Ciudad,Álvaro Obregón,19.36822215,-99.26215196,2021,8,16,15.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,1,67,Santa Fe Centro Ciudad,Álvaro Obregón,19.3650721,-99.26521623,2021,8,16,15.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,0,25,Ciudad De Los Deportes,Benito Juárez,19.38159268,-99.18436933,2021,8,16,1.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,0,49,Doctores,Cuauhtémoc,19.42393735,-99.14960504,2021,8,16,4.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,1,52,Florida,Álvaro Obregón,19.35258829,-99.18460295,2021,8,16,15.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,0,51,Agricola Pantitlan,Iztacalco,19.4067178,-99.06800061,2021,8,16,6.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,1,29,Parque San Andres,Coyoacán,19.34247981,-99.14671116,2021,8,16,2.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,1,33,Del Valle Centro,Benito Juárez,19.38236262,-99.16670809,2021,8,16,1.00,,
16/08/2021,USURPACIÓN DE IDENTIDAD,0,37,Ampliacion Martires De Rio Blanco,Gustavo A. Madero,19.46234753,-99.10556652,2021,8,16,5.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,0,33,Centro,Cuauhtémoc,19.43766433,-99.12939917,2021,8,17,4.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,1,31,Santa Fe Centro Ciudad,Álvaro Obregón,19.36651769,-99.26481128,2021,8,17,15.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,1,53,Narciso Mendoza,Tlalpan,19.29107466,-99.12687957,2021,8,17,11.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,1,46,Progresista,Iztapalapa,19.35678153,-99.0650399,2021,8,17,7.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,0,26,Providencia,Gustavo A. Madero,19.48066431,-99.0714106,2021,8,17,5.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,0,28,Santa Rosa,Gustavo A. Madero,19.52536436,-99.16771799,2021,8,17,5.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,0,72,Unidad Santa Cruz Meyehualco,Iztapalapa,19.34917963,-99.04638737,2021,8,17,7.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,1,61,Actipan,Benito Juárez,19.36709197,-99.179301,2021,8,17,1.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,1,50,Pedregal De Santo Domingo,Coyoacán,19.3321544,-99.1587874,2021,8,17,2.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,1,27,Portales Oriente,Benito Juárez,19.36646202,-99.14188027,2021,8,17,1.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,0,26,Granjas Esmeralda,Iztapalapa,19.3536574,-99.11910139,2021,8,17,7.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,0,23,Forestal,Gustavo A. Madero,19.56366156,-99.12777588,2021,8,17,5.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,0,30,Miguel Hidalgo,Tlalpan,19.28549836,-99.18704426,2021,8,17,11.00,,
17/08/2021,USURPACIÓN DE IDENTIDAD,0,46,Romero De Terreros,Coyoacán,19.33681141,-99.17572126,2021,8,17,2.00,,
18/08/2021,USURPACIÓN DE IDENTIDAD,1,28,Letran Valle,Benito Juárez,19.37533876,-99.16011661,2021,8,18,1.00,,
18/08/2021,USURPACIÓN DE IDENTIDAD,0,38,Polanco V Seccion,Miguel Hidalgo,19.43143223,-99.19029325,2021,8,18,9.00,,
18/08/2021,USURPACIÓN DE IDENTIDAD,1,33,San Jeronimo,Xochimilco,19.250343,-99.09078665,2021,8,18,14.00,,
18/08/2021,USURPACIÓN DE IDENTIDAD,0,49,Carmen Serdan,Coyoacán,19.31944336,-99.10929009,2021,8,18,2.00,,
18/08/2021,USURPACIÓN DE IDENTIDAD,0,52,Cuajimalpa,Cuajimalpa de Morelos,19.35439824,-99.29821551,2021,8,18,3.00,,
18/08/2021,USURPACIÓN DE IDENTIDAD,1,55,Progreso Tizapan,Álvaro Obregón,19.3428015,-99.19927418,2021,8,18,15.00,,
18/08/2021,USURPACIÓN DE IDENTIDAD,1,33,Unidad Vicente Guerrero,Iztapalapa,19.35707373,-99.06111628,2021,8,18,7.00,,
19/08/2021,USURPACIÓN DE IDENTIDAD,1,39,Lomas De San Bernabe,La Magdalena Contreras,19.31191177,-99.26466107,2021,8,19,8.00,,
19/08/2021,USURPACIÓN DE IDENTIDAD,1,45,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,19.34949887,-99.25949648,2021,8,19,3.00,,
20/08/2021,USURPACIÓN DE IDENTIDAD,1,33,Morelos,Cuauhtémoc,19.44959236,-99.13199589,2021,8,20,4.00,,
20/08/2021,USURPACIÓN DE IDENTIDAD,1,40,Villa Gustavo A Madero,Gustavo A. Madero,19.48352239,-99.11244527,2021,8,20,5.00,,
20/08/2021,USURPACIÓN DE IDENTIDAD,0,60,Ajusco,Coyoacán,19.31162375,-99.16285113,2021,8,20,2.00,,
20/08/2021,USURPACIÓN DE IDENTIDAD,1,48,Cuajimalpa,Cuajimalpa de Morelos,19.35309556,-99.29755274,2021,8,20,3.00,,
20/08/2021,USURPACIÓN DE IDENTIDAD,1,27,Guadalupita,Xochimilco,19.25446635,-99.01406418,2021,8,20,14.00,,
21/08/2021,USURPACIÓN DE IDENTIDAD,0,64,Olivar De Los Padres,Álvaro Obregón,19.33741646,-99.22489911,2021,8,21,15.00,,
21/08/2021,USURPACIÓN DE IDENTIDAD,0,44,Progresista,Iztapalapa,19.35766909,-99.06502604,2021,8,21,7.00,,
21/08/2021,USURPACIÓN DE IDENTIDAD,1,30,Pedregal De Santo Domingo,Coyoacán,19.31774266,-99.16725934,2021,8,21,2.00,,
21/08/2021,USURPACIÓN DE IDENTIDAD,0,32,5to Tramo 20 De Noviembre,Venustiano Carranza,19.44852244,-99.10614084,2021,8,21,13.00,,
21/08/2021,USURPACIÓN DE IDENTIDAD,0,39,Pueblo Santo Domingo,Azcapotzalco,19.49055138,-99.19418514,2021,8,21,0.00,,
21/08/2021,USURPACIÓN DE IDENTIDAD,1,44,Cristo Rey,Álvaro Obregón,19.38987704,-99.20484245,2021,8,21,15.00,,
21/08/2021,USURPACIÓN DE IDENTIDAD,1,31,Ampliacion Tepepan,Xochimilco,19.26583206,-99.13082913,2021,8,21,14.00,,
21/08/2021,USURPACIÓN DE IDENTIDAD,1,34,Valle Gomez,Venustiano Carranza,19.45608603,-99.11709756,2021,8,21,13.00,,
21/08/2021,USURPACIÓN DE IDENTIDAD,1,38,Moctezuma 2a. Seccion,Venustiano Carranza,19.4346076,-99.09258116,2021,8,21,13.00,,
22/08/2021,USURPACIÓN DE IDENTIDAD,0,40,Doctores,Cuauhtémoc,19.41608076,-99.14893046,2021,8,22,4.00,,
22/08/2021,USURPACIÓN DE IDENTIDAD,0,54,Campestre,Álvaro Obregón,19.3525986,-99.19234,2021,8,22,15.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,1,28,San Alvaro,Azcapotzalco,19.46108718,-99.18238383,2021,8,23,0.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,1,41,Barrio Los Reyes,Iztacalco,19.3941521,-99.11491871,2021,8,23,6.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,1,30,El Rosario,Azcapotzalco,19.512691763927705,-99.20484719,2021,8,23,0.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,0,31,Ex-Hacienda De Guadalupe Chimalistac,Álvaro Obregón,19.35078915,-99.18531418,2021,8,23,15.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,0,37,Portales Sur,Benito Juárez,19.35971716,-99.15121347,2021,8,23,1.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,1,29,Centro,Cuauhtémoc,19.42461383,-99.13820833,2021,8,23,4.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,1,34,Ajusco,Coyoacán,19.31530619,-99.1672191,2021,8,23,2.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,1,47,San Jeronimo Lidice,La Magdalena Contreras,19.33299151,-99.21476609,2021,8,23,8.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,1,32,Juarez,Cuauhtémoc,19.42469225,-99.16321993,2021,8,23,4.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,0,63,Ricardo Flores Magon,Iztapalapa,19.35547338,-99.09738779,2021,8,23,7.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,0,27,Pueblo Mexicaltzingo,Iztapalapa,19.35508531,-99.12009001,2021,8,23,7.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,1,39,Pueblo Santa Lucia,Álvaro Obregón,19.35631607,-99.25091118,2021,8,23,15.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,1,43,Agricola Oriental,Iztacalco,19.39259433,-99.06960011,2021,8,23,6.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,0,37,Anzures,Miguel Hidalgo,19.42862158,-99.17512572,2021,8,23,9.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,1,32,Condesa,Cuauhtémoc,19.41977601,-99.17648031,2021,8,23,4.00,,
23/08/2021,USURPACIÓN DE IDENTIDAD,0,19,Del Mar,Tláhuac,19.2868155,-99.05855547,2021,8,23,12.00,,
24/08/2021,USURPACIÓN DE IDENTIDAD,1,35,Campestre Aragon,Gustavo A. Madero,19.48911326,-99.0817713,2021,8,24,5.00,,
24/08/2021,USURPACIÓN DE IDENTIDAD,0,56,Apatlaco,Iztapalapa,19.38160449,-99.11828998,2021,8,24,7.00,,
24/08/2021,USURPACIÓN DE IDENTIDAD,0,36,Renovacion,Iztapalapa,19.37006145,-99.04946856,2021,8,24,7.00,,
24/08/2021,USURPACIÓN DE IDENTIDAD,1,58,Barrio San Marcos,Xochimilco,19.26352658,-99.11001541,2021,8,24,14.00,,
25/08/2021,USURPACIÓN DE IDENTIDAD,0,51,Moctezuma 1a Seccion,Venustiano Carranza,19.42675128,-99.10804152,2021,8,25,13.00,,
25/08/2021,USURPACIÓN DE IDENTIDAD,1,41,Pedregal De Carrasco,Coyoacán,19.30615949,-99.17668998,2021,8,25,2.00,,
25/08/2021,USURPACIÓN DE IDENTIDAD,0,47,Barrio San Francisco Xicaltongo,Iztacalco,19.39792789,-99.1255585,2021,8,25,6.00,,
25/08/2021,USURPACIÓN DE IDENTIDAD,1,37,Prados De Coyoacan,Coyoacán,19.31518849,-99.1302529,2021,8,25,2.00,,
25/08/2021,USURPACIÓN DE IDENTIDAD,0,37,Chinampac De Juarez,Iztapalapa,19.37657006,-99.05818641,2021,8,25,7.00,,
25/08/2021,USURPACIÓN DE IDENTIDAD,1,34,Ajusco,Coyoacán,19.31585218,-99.16632092,2021,8,25,2.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,1,31,Plan De Iguala,Iztapalapa,19.35436733,-99.08376172,2021,8,26,7.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,1,32,Granjas Mexico,Iztacalco,19.39913488,-99.10817564,2021,8,26,6.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,0,31,Magisterial Coapa,Tlalpan,19.29373793,-99.1139397,2021,8,26,11.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,1,34,Fuentes De Tepepan,Tlalpan,19.27049742,-99.15236288,2021,8,26,11.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,0,41,Legaria,Miguel Hidalgo,19.45601751,-99.19369854,2021,8,26,9.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,1,56,Narvarte Poniente,Benito Juárez,19.39770112,-99.15508971,2021,8,26,1.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,1,64,Barrio Caltongo,Xochimilco,19.25814672,-99.08149606,2021,8,26,14.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,0,56,Cuauhtemoc,Cuauhtémoc,19.43446608,-99.16930318,2021,8,26,4.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,1,26,Pedregal De Santa Ursula,Coyoacán,19.31010877,-99.1584713,2021,8,26,2.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,1,32,Agricola Oriental,Iztacalco,19.38776315,-99.07150224,2021,8,26,6.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,0,50,Lomas De Chapultepec Viii Seccion,Miguel Hidalgo,19.41608401,-99.23015714,2021,8,26,9.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,0,54,Escuadron 201,Iztapalapa,19.35714389,-99.11457634,2021,8,26,7.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,1,32,Industrial Vallejo,Azcapotzalco,19.49312445,-99.16390657,2021,8,26,0.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,1,24,Polanco V Seccion,Miguel Hidalgo,19.43141815,-99.1860918,2021,8,26,9.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,0,34,Los Volcanes,Tlalpan,19.27000086,-99.17611599,2021,8,26,11.00,,
26/08/2021,USURPACIÓN DE IDENTIDAD,1,66,Ampliacion Progreso Nacional,Gustavo A. Madero,19.51673635,-99.15902719,2021,8,26,5.00,,
27/08/2021,USURPACIÓN DE IDENTIDAD,1,48,Ampliacion Gabriel Hernandez,Gustavo A. Madero,19.50161491,-99.09660459,2021,8,27,5.00,,
27/08/2021,USURPACIÓN DE IDENTIDAD,0,36,Santa Teresa,La Magdalena Contreras,19.31088461,-99.22536269,2021,8,27,8.00,,
27/08/2021,USURPACIÓN DE IDENTIDAD,1,51,Centro,Cuauhtémoc,19.43187993,-99.13379842,2021,8,27,4.00,,
27/08/2021,USURPACIÓN DE IDENTIDAD,1,42,Polanco Ii Seccion,Miguel Hidalgo,19.43604331,-99.20129657,2021,8,27,9.00,,
27/08/2021,USURPACIÓN DE IDENTIDAD,1,48,Narvarte Oriente,Benito Juárez,19.38431069,-99.14884709,2021,8,27,1.00,,
27/08/2021,USURPACIÓN DE IDENTIDAD,1,28,Anzures,Miguel Hidalgo,19.42962055,-99.17439245,2021,8,27,9.00,,
28/08/2021,USURPACIÓN DE IDENTIDAD,0,49,Escandon Ii Seccion,Miguel Hidalgo,19.39923427,-99.18017417,2021,8,28,9.00,,
28/08/2021,USURPACIÓN DE IDENTIDAD,0,29,Centro,Cuauhtémoc,19.43971573,-99.13393781,2021,8,28,4.00,,
28/08/2021,USURPACIÓN DE IDENTIDAD,0,32,Emiliano Zapata Fraccionamiento Popular,Coyoacán,19.31674633,-99.10789859,2021,8,28,2.00,,
28/08/2021,USURPACIÓN DE IDENTIDAD,0,31,Huayatla,La Magdalena Contreras,19.30825993,-99.26249179,2021,8,28,8.00,,
28/08/2021,USURPACIÓN DE IDENTIDAD,0,34,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,19.36476232,-99.26982629,2021,8,28,3.00,,
28/08/2021,USURPACIÓN DE IDENTIDAD,0,20,Industrial,Gustavo A. Madero,19.47236574,-99.1284661,2021,8,28,5.00,,
28/08/2021,USURPACIÓN DE IDENTIDAD,0,55,Romero De Terreros,Coyoacán,19.34423201,-99.18117464,2021,8,28,2.00,,
28/08/2021,USURPACIÓN DE IDENTIDAD,0,49,Heroes De Padierna,La Magdalena Contreras,19.31536112,-99.22546864,2021,8,28,8.00,,
29/08/2021,USURPACIÓN DE IDENTIDAD,1,33,San Simon Ticumac,Benito Juárez,19.37336863,-99.14261498,2021,8,29,1.00,,
29/08/2021,USURPACIÓN DE IDENTIDAD,1,36,Santiago Acahualtepec 2a Ampliacion,Iztapalapa,19.34738467,-99.01093805,2021,8,29,7.00,,
29/08/2021,USURPACIÓN DE IDENTIDAD,1,38,San Lorenzo La Cebada,Xochimilco,19.27934564,-99.12666519,2021,8,29,14.00,,
29/08/2021,USURPACIÓN DE IDENTIDAD,1,48,El Rosario,Azcapotzalco,19.51010581,-99.2057835,2021,8,29,0.00,,
29/08/2021,USURPACIÓN DE IDENTIDAD,0,64,Buenavista,Cuauhtémoc,19.44627176,-99.14820224,2021,8,29,4.00,,
30/08/2021,USURPACIÓN DE IDENTIDAD,0,46,Narciso Mendoza,Tlalpan,19.28891231,-99.12828773,2021,8,30,11.00,,
30/08/2021,USURPACIÓN DE IDENTIDAD,0,26,Campestre Aragon,Gustavo A. Madero,19.48833483,-99.08170894,2021,8,30,5.00,,
30/08/2021,USURPACIÓN DE IDENTIDAD,1,44,Santa Maria Nonoalco,Benito Juárez,19.3839983,-99.18781802,2021,8,30,1.00,,
30/08/2021,USURPACIÓN DE IDENTIDAD,1,34,Del Valle Sur,Benito Juárez,19.37486704,-99.16852262,2021,8,30,1.00,,
30/08/2021,USURPACIÓN DE IDENTIDAD,1,45,Prados Del Rosario,Azcapotzalco,19.50579327,-99.20800942,2021,8,30,0.00,,
31/08/2021,USURPACIÓN DE IDENTIDAD,1,37,Escuadron 201,Iztapalapa,19.36761708,-99.10995416,2021,8,31,7.00,,
31/08/2021,USURPACIÓN DE IDENTIDAD,1,34,San Felipe De Jesus,Gustavo A. Madero,19.49665559,-99.0674872,2021,8,31,5.00,,
31/08/2021,USURPACIÓN DE IDENTIDAD,1,27,Pedregal De Santo Domingo,Coyoacán,19.3242369,-99.16344121,2021,8,31,2.00,,
31/08/2021,USURPACIÓN DE IDENTIDAD,0,31,Aviacion Civil,Venustiano Carranza,19.41121294,-99.08040855,2021,8,31,13.00,,
31/08/2021,USURPACIÓN DE IDENTIDAD,1,27,Ampliacion La Mexicana,Álvaro Obregón,19.38261193,-99.23130423,2021,8,31,15.00,,
31/08/2021,USURPACIÓN DE IDENTIDAD,0,54,Santa Cruz Aviacion,Venustiano Carranza,19.42203166,-99.09709733,2021,8,31,13.00,,
31/08/2021,USURPACIÓN DE IDENTIDAD,1,40,Santa Maria Ticoman,Gustavo A. Madero,19.51601979,-99.13043261,2021,8,31,5.00,,
31/08/2021,USURPACIÓN DE IDENTIDAD,1,31,Irrigacion,Miguel Hidalgo,19.44022665,-99.20773646,2021,8,31,9.00,,
01/09/2021,USURPACIÓN DE IDENTIDAD,1,31,Narvarte Poniente,Benito Juárez,19.39515272,-99.15530473,2021,9,1,1.00,,
01/09/2021,USURPACIÓN DE IDENTIDAD,0,18,Lindavista Norte,Gustavo A. Madero,19.50432451,-99.13057208,2021,9,1,5.00,,
01/09/2021,USURPACIÓN DE IDENTIDAD,0,19,Barranca Seca,La Magdalena Contreras,19.30465053,-99.23861012,2021,9,1,8.00,,
01/09/2021,USURPACIÓN DE IDENTIDAD,0,67,Industrial Puerto Aereo,Venustiano Carranza,19.41919438,-99.09480125,2021,9,1,13.00,,
01/09/2021,USURPACIÓN DE IDENTIDAD,0,26,Lomas De Guadalupe,Álvaro Obregón,19.34048516,-99.24711272,2021,9,1,15.00,,
01/09/2021,USURPACIÓN DE IDENTIDAD,1,53,Polanco V Seccion,Miguel Hidalgo,19.42999146,-99.1805166,2021,9,1,9.00,,
01/09/2021,USURPACIÓN DE IDENTIDAD,1,54,Portales Norte,Benito Juárez,19.36783478,-99.15286079,2021,9,1,1.00,,
02/09/2021,USURPACIÓN DE IDENTIDAD,0,38,Pueblo San Luis Tlaxialtemalco,Xochimilco,19.2592489,-99.04078692,2021,9,2,14.00,,
02/09/2021,USURPACIÓN DE IDENTIDAD,0,22,Santa Maria Aztahuacan,Iztapalapa,19.35816829,-99.03908953,2021,9,2,7.00,,
02/09/2021,USURPACIÓN DE IDENTIDAD,0,44,Pueblo San Miguel Topilejo,Tlalpan,19.19066891,-99.14660901,2021,9,2,11.00,,
02/09/2021,USURPACIÓN DE IDENTIDAD,1,51,Unidad Modelo,Iztapalapa,19.36522843,-99.12407532,2021,9,2,7.00,,
02/09/2021,USURPACIÓN DE IDENTIDAD,0,30,Pueblo San Bernabe Ocotepec,La Magdalena Contreras,19.31029098,-99.25930392,2021,9,2,8.00,,
02/09/2021,USURPACIÓN DE IDENTIDAD,1,48,Gabriel Ramos Millan,Iztacalco,19.3907339,-99.10038829,2021,9,2,6.00,,
03/09/2021,USURPACIÓN DE IDENTIDAD,0,39,Buenavista,Cuauhtémoc,19.44054408,-99.15157378,2021,9,3,4.00,,
03/09/2021,USURPACIÓN DE IDENTIDAD,0,27,Pueblo De Los Reyes,Coyoacán,19.33622441,-99.15471733,2021,9,3,2.00,,
03/09/2021,USURPACIÓN DE IDENTIDAD,1,22,El Centinela,Coyoacán,19.33729034,-99.14212042,2021,9,3,2.00,,
03/09/2021,USURPACIÓN DE IDENTIDAD,1,53,Pedregal De Santa Ursula,Coyoacán,19.31364687,-99.15057577,2021,9,3,2.00,,
03/09/2021,USURPACIÓN DE IDENTIDAD,0,31,5 De Mayo,Miguel Hidalgo,19.44796864,-99.19892505,2021,9,3,9.00,,
03/09/2021,USURPACIÓN DE IDENTIDAD,1,38,Pueblo Santa Lucia,Álvaro Obregón,19.35495427,-99.25835073,2021,9,3,15.00,,
03/09/2021,USURPACIÓN DE IDENTIDAD,1,24,San Francisco Culhuacan Barrio De La Magdalena,Coyoacán,19.34088472,-99.11642879,2021,9,3,2.00,,
03/09/2021,USURPACIÓN DE IDENTIDAD,0,41,Agricola Pantitlan,Iztacalco,19.40684134,-99.0693362,2021,9,3,6.00,,
04/09/2021,USURPACIÓN DE IDENTIDAD,0,31,Malacates,Gustavo A. Madero,19.57753818,-99.13424939,2021,9,4,5.00,,
04/09/2021,USURPACIÓN DE IDENTIDAD,1,34,Del Valle Sur,Benito Juárez,19.36592675,-99.17070866,2021,9,4,1.00,,
04/09/2021,USURPACIÓN DE IDENTIDAD,0,26,Ajusco,Coyoacán,19.32675385,-99.16065842,2021,9,4,2.00,,
04/09/2021,USURPACIÓN DE IDENTIDAD,0,27,La Manzanita,Cuajimalpa de Morelos,19.35662961,-99.29497786,2021,9,4,3.00,,
04/09/2021,USURPACIÓN DE IDENTIDAD,1,45,Barrio Tula,Iztapalapa,19.33779205,-99.11154293,2021,9,4,7.00,,
04/09/2021,USURPACIÓN DE IDENTIDAD,0,62,Lomas De La Estancia,Iztapalapa,19.33329713,-99.00641084,2021,9,4,7.00,,
